volumn	rate	time
19	89.47%	99.58
18	100%	101.22
18	88.89%	95.67
23	100%	106.3
9	100%	91.33
18	100%	98.78
5	100%	99.8
8	100%	110.38
7	85.71%	96.57
11	90.91%	103.73
9	100%	94.89
12	100%	99.83
20	100%	94.05
6	100%	81.83
17	100%	102.59
24	100%	100.71
18	94.44%	95.39
12	100%	101.92
12	100%	95.17
9	88.89%	84.67
13	100%	94.62
14	100%	98.21
12	100%	102
20	95%	93.3
13	92.31%	102.23
21	100%	114.95
12	100%	118.83
15	100%	96.4
12	91.67%	91.92
9	100%	100.56
20	95%	102.1
15	100%	93.8
18	100%	109.22
30	100%	2790.23
28	96.43%	100.39
25	100%	104.76
17	100%	99.12
15	100%	92.47
13	100%	106
11	100%	106.36
14	100%	88.36
20	95%	98.25
11	100%	96.18
24	87.50%	97.67
31	100%	101.52
25	100%	109.32
13	92.31%	97.15
32	96.88%	1347.41
18	100%	97.78
24	100%	108.21
15	100%	95.13
24	95.83%	99.13
14	100%	112.86
12	100%	101
17	100%	101.76
24	95.83%	99.92
28	89.29%	97.57
28	92.86%	99.36
41	95.12%	97.44
25	100%	95.48
20	90%	102.2
30	90%	110.03
22	90.91%	87.5
45	91.11%	98.89
29	100%	1482.28
38	92.11%	119.66
26	92.31%	102.38
36	97.22%	120.39
28	85.71%	98.68
29	86.21%	104.66
24	91.67%	102.25
30	100%	118.93
33	93.94%	99.39
64	95.31%	100.91
47	93.62%	111.64
52	92.31%	879.56
35	91.43%	100.11
34	97.06%	110.5
40	100%	1099.9
40	97.50%	111.88
39	100%	106.31
45	97.78%	107.13
44	100%	93.07
58	93.10%	101.14
39	97.44%	105.59
45	100%	108.38
50	88%	106.08
54	94.44%	99.41
71	97.18%	97.87
50	92%	99.74
44	97.73%	99.57
68	100%	102.34
44	100%	98.59
67	95.52%	96.31
55	92.73%	99.51
81	95.06%	99.83
86	96.51%	97.91
59	91.53%	94.46
81	96.30%	99
79	98.73%	604.46
88	98.86%	100.18
97	97.94%	119.21
105	92.38%	95.17
88	97.73%	102.51
76	94.74%	102.21
70	90%	97.89
100	99%	95.61
94	94.68%	97.84
105	95.24%	100.24
113	93.81%	97.17
110	90%	460.43
122	92.62%	99.57
127	92.91%	98.57
101	96.04%	99.54
128	92.97%	99.88
110	94.55%	101.03
120	99.17%	97.86
120	95.83%	99.71
104	95.19%	95.17
109	97.25%	97.01
130	100%	405.77
147	95.24%	95.26
145	97.24%	96.71
143	96.50%	97.72
138	94.93%	678.47
141	95.04%	96.62
179	96.09%	102.27
196	94.90%	101.05
176	96.02%	104.59
173	98.84%	96.24
207	96.62%	96.18
206	96.12%	101.15
243	94.24%	259.28
211	95.26%	96.82
205	93.17%	98.19
196	95.92%	104.7
198	97.98%	105.34
219	97.26%	281.58
227	97.36%	275.06
247	94.74%	99.14
238	95.38%	105.47
258	94.57%	405.92
256	97.66%	253.64
316	98.10%	98.38
249	95.58%	96.12
294	96.26%	96.6
266	93.23%	96.7
283	93.64%	108.19
278	96.76%	14625
283	94.70%	100.92
253	96.05%	253.45
329	97.26%	100.88
320	96.25%	224.56
308	96.43%	95.45
309	96.76%	487.2
305	95.41%	229.88
342	95.32%	212.33
315	94.92%	218.76
360	95.56%	209.05
327	95.11%	212.61
324	96.60%	216.39
331	96.98%	92.42
356	94.94%	206.38
360	96.39%	315.39
416	97.12%	96.03
378	97.88%	94.76
389	96.40%	195.28
362	97.79%	91.82
398	96.98%	294.72
394	96.19%	97.43
468	96.79%	177.59
385	95.06%	197.7
401	96.26%	191.31
438	95.43%	184.05
454	95.59%	182.04
418	97.61%	186.08
400	95%	91.7
414	95.17%	88.67
523	93.69%	165.93
479	95.82%	96.18
536	96.08%	165.4
490	95.10%	94.72
503	95.23%	251.3
534	95.51%	93.51
535	97.01%	169.16
554	96.93%	163.63
513	96.10%	165.94
545	97.43%	165.88
537	96.46%	169.46
537	97.95%	236.34
532	95.30%	161.37
598	95.99%	221.97
603	95.02%	156.74
617	95.30%	89.73
619	95.48%	151.49
589	96.77%	226.69
538	96.47%	166.09
617	96.43%	216.28
575	97.04%	159.99
612	95.92%	148.72
604	94.21%	154.42
584	95.89%	86.86
605	97.36%	221.44
626	96.33%	216.09
582	95.02%	157.84
664	95.93%	328.44
636	94.97%	151.73
659	94.99%	151.57
679	96.17%	23889.58
679	97.35%	87.18
665	96.24%	151.02
698	95.85%	176.49
739	95.40%	203.55
711	94.66%	145.48
698	95.70%	204.33
709	96.05%	200.55
694	97.12%	201.33
693	95.82%	86.56
696	96.26%	88.7
722	94.46%	164.96
669	94.47%	147.4
762	96.59%	87.02
695	94.24%	199.69
697	95.41%	85.47
703	95.87%	86.32
763	96.20%	138.59
734	96.19%	89.6
716	96.09%	139.72
837	96.30%	131.53
826	94.67%	131.39
776	96.01%	85.63
678	96.02%	147.94
750	96.13%	140.15
757	95.24%	139.79
697	96.27%	199.15
781	95.90%	137.95
805	96.40%	83.43
741	95.41%	84.09
796	96.23%	81.62
813	94.71%	133.8
838	96.78%	178
879	95.68%	173.28
898	96.21%	84.89
866	96.65%	175.59
819	96.09%	181.79
873	96.68%	127.93
870	96.67%	84.32
845	96.09%	83.36
853	94.26%	180.78
898	94.43%	171.69
917	95.20%	216.5
926	95.79%	133.79
898	95.32%	129.91
919	96.52%	86.67
877	96.69%	173.69
910	95.71%	84.43
914	95.40%	217.84
955	95.08%	171.94
966	95.76%	125.23
959	96.66%	169.24
932	95.06%	259.07
908	95.59%	86.5
911	95.72%	179.77
957	94.36%	87.55
902	96.01%	266.35
902	96.12%	131.12
965	95.54%	125.37
1032	96.41%	121.22
944	97.78%	12919.73
1004	95.32%	160.89
1008	97.22%	162.58
1000	96.50%	79.4
1011	95.35%	160.88
1000	94.70%	81.44
1017	95.38%	80.42
971	94.75%	124.61
1040	96.92%	80.96
976	96.52%	126.37
1066	95.97%	156.23
1044	96.07%	195.46
996	95.08%	122.28
1015	95.76%	165.01
1089	93.94%	155.42
1071	95.80%	156.14
1053	96.77%	157.68
1028	96.21%	85.5
962	97.09%	84.25
996	94.78%	161.28
1048	95.42%	195.46
988	96.26%	201.52
971	97.94%	164.13
1003	97.01%	123.69
1014	96.25%	242.64
1028	95.04%	160.76
1029	95.92%	120.18
998	96.29%	80.54
1011	96.74%	120.31
1029	95.53%	81.44
934	95.40%	86.69
923	95.67%	79.6
991	95.86%	161.76
1001	96.70%	79.77
989	95.85%	121.26
999	95.70%	81.36
1017	96.76%	121.02
959	94.89%	81.03
1018	95.68%	84.47
1019	95.68%	123.81
999	96.40%	84.03
1029	95.92%	197.87
969	93.81%	126.19
1048	96.37%	276.18
1015	95.86%	120.09
1035	96.71%	120.37
1041	95.29%	198.51
1012	97.04%	280.63
1024	96%	123.03
1014	96.45%	123.84
977	95.80%	207.79
934	95.29%	125.81
1027	95.03%	119.94
974	94.76%	122.76
1025	95.80%	121.68
1057	96.59%	159.44
1067	95.97%	85.64
1021	96.18%	123.81
954	95.91%	86.36
922	95.44%	123.89
1019	94.80%	8010.51
1041	96.16%	85.07
966	95.55%	84.08
1006	96.52%	125.14
1001	96.30%	81.61
1073	96.83%	189.1
1038	96.92%	121.42
971	95.26%	125.16
1029	94.66%	83.06
988	95.34%	123.83
1032	94.86%	122.99
1030	95.73%	123.84
1008	96.43%	123.69
1005	95.22%	161.98
996	95.38%	81.9
960	95.94%	127.66
1009	94.85%	88.96
953	96.33%	124.72
1017	95.77%	123.51
987	96.66%	85.57
968	96.38%	82.23
1042	96.35%	202.48
1057	96.40%	122.06
968	96.38%	121.99
1053	96.20%	79.61
1069	96.73%	155.13
1141	95.71%	80.87
1027	95.33%	159.52
1042	96.55%	158.88
1007	94.04%	159.6
1048	96.85%	118.06
1041	95.58%	235.38
1030	95.05%	81.97
1091	95.69%	228.82
1070	96.64%	120.05
1004	96.31%	123.85
1027	96.01%	123.75
1022	96.38%	203.82
998	95.29%	122.17
999	95.20%	81.73
1007	96.33%	163.36
880	94.55%	87.94
941	96.60%	128.95
971	96.70%	88.26
906	95.47%	82.42
1004	95.12%	123.14
982	94.60%	165.48
934	95.61%	80.48
970	96.29%	121.45
996	94.98%	124.55
972	95.58%	82.81
885	95.59%	131.28
970	95.05%	85.48
958	94.57%	167.69
924	95.02%	83.27
929	95.37%	83.84
989	96.97%	82.5
916	97.27%	123.43
967	94.73%	122.78
948	95.99%	77.57
963	95.53%	16864.63
947	95.25%	172.34
913	96.60%	171.68
945	96.08%	131.84
951	95.58%	213.1
914	95.40%	84.09
836	94.02%	178.98
971	94.23%	129.46
896	94.75%	135.97
866	95.15%	86.51
943	95.02%	169.96
896	94.64%	83.11
933	96.25%	126.7
866	95.96%	83.01
902	95.45%	130.75
948	95.78%	82.66
898	96.99%	173.83
834	96.88%	82.26
851	96%	82.64
817	96.94%	136.45
813	96.43%	89.21
776	95.23%	132.93
855	93.80%	177.8
819	94.87%	130.8
827	94.68%	129.39
857	96.62%	176.75
841	95.12%	132.43
862	94.08%	224.02
878	96.01%	129.89
857	95.22%	175.78
854	96.37%	81.6
871	94.95%	130.88
848	96.70%	127.54
874	96.57%	126.87
878	96.58%	131.72
891	96.07%	128.24
803	96.26%	129.98
863	94.67%	84.38
828	95.41%	132.18
864	95.25%	176.88
838	95.11%	181.53
833	96.16%	134.32
820	96.83%	180.6
886	95.37%	171.62
905	96.35%	126.89
893	95.74%	172.55
851	97.30%	83.72
884	95.02%	128.61
827	95.65%	81.08
832	96.03%	132.91
783	96.04%	134.32
877	95.44%	80.83
820	96.10%	228.48
949	96.84%	125.41
897	95.99%	80.67
834	96.16%	132.7
895	94.64%	80.72
890	95.62%	130.23
820	95.49%	179.43
852	96.48%	179.84
891	95.06%	9149.31
929	95.80%	128.63
909	96.48%	126.1
846	95.86%	179.56
900	94.89%	130.35
878	94.76%	178.26
890	95.73%	131.72
887	96.51%	174.67
925	95.68%	129.02
851	94.95%	130.84
850	95.18%	176.63
904	95.02%	126.13
905	95.36%	86.13
913	93.98%	169.76
861	93.38%	132.38
908	95.15%	219.1
866	94.34%	177.67
919	94.67%	129.53
849	96.23%	173.33
887	96.05%	81.92
851	95.65%	82.7
847	96.34%	134.08
862	95.94%	220.1
829	96.26%	130.18
824	96.12%	81.31
887	94.81%	172.89
852	95.77%	131.31
850	96.82%	176.78
809	96.42%	331.76
929	96.12%	126.89
912	95.29%	124.54
821	96.59%	181.24
858	96.74%	127.54
935	94.97%	127.8
866	95.27%	134.89
812	94.95%	134.17
843	94.42%	86.03
860	96.16%	83.97
868	94.93%	90.32
835	95.93%	134.03
879	95.56%	88.65
902	97.67%	175.09
812	96.18%	82.64
853	94.26%	86
818	96.33%	181.92
784	96.56%	139.26
869	96.89%	221.13
877	96.69%	127.68
862	95.13%	85.29
900	96.11%	170.97
831	94.83%	189.8
830	96.14%	134.24
846	94.56%	85.02
803	94.02%	285.35
871	95.52%	130.69
791	95.07%	182.95
878	94.53%	129.32
793	96.22%	181.6
745	95.84%	139.43
730	95.48%	141.37
759	96.31%	5409.31
820	96.10%	181.51
749	96.26%	81.35
736	96.33%	141.76
743	96.77%	138.15
791	96.21%	81.68
826	96%	130.92
795	95.97%	84.07
766	95.95%	189.22
774	95.48%	138.98
766	93.47%	138.54
762	94.62%	135.13
813	95.20%	178.6
824	96%	179.14
850	94.59%	84.28
838	96.30%	86.5
881	96.03%	89.76
838	96.06%	225.89
809	95.67%	282.32
817	95.84%	131.72
810	94.94%	84.93
789	95.44%	286.32
820	95.61%	182.52
828	94.93%	131.11
817	95.59%	80.14
790	94.68%	82.54
875	95.77%	128.85
891	97.53%	131.04
809	95.43%	249.75
880	96.36%	83.29
846	95.04%	225.86
847	95.63%	132.57
831	94.83%	181
816	94.49%	231.45
897	95.88%	216.62
949	95.79%	130.23
969	95.15%	123.4
878	95.10%	131.26
838	95.23%	184.09
906	95.92%	129.79
932	95.92%	84.86
924	95.78%	169.94
999	95.70%	122.32
953	95.91%	80.38
960	95.10%	81.41
1015	96.35%	239.89
929	95.69%	79.91
992	94.76%	121.23
921	95.66%	83.21
976	96%	121.77
937	97.33%	124.14
1003	97.01%	162.09
972	95.47%	84.97
1007	94.84%	81.06
959	95.83%	209.34
941	95.22%	82.04
945	96.51%	130.24
915	96.72%	211.96
919	94.78%	165.14
970	95.46%	205.16
924	95.67%	8829.27
907	95.81%	83
865	95.26%	176.64
931	95.38%	125.5
881	96.37%	83.54
954	94.76%	165.17
959	97.08%	85.3
870	95.52%	173.47
914	93.65%	125.05
871	94.49%	127.7
930	94.30%	167.65
873	95.30%	78.44
904	95.35%	172.41
953	96.96%	247.76
1031	94.67%	199.61
903	96.23%	86.14
963	96.05%	168.32
943	95.76%	87.56
889	95.61%	175.95
1015	95.76%	88.86
935	95.08%	125.21
987	95.85%	123.45
923	96.42%	169.61
942	96.50%	173.35
942	96.92%	302.98
965	96.79%	165.18
955	96.65%	81.24
880	95.34%	311.39
943	95.76%	166.56
945	95.98%	253.68
871	94.37%	78.7
914	95.08%	86.53
973	94.86%	83.67
1029	95.04%	84.13
1023	95.21%	119.92
965	95.85%	171.32
921	95.66%	124.97
920	95.33%	169.29
917	95.09%	81.06
891	94.61%	82.84
929	95.37%	126.5
930	96.02%	90.67
910	94.29%	174.31
905	95.69%	84.85
873	94.73%	126.42
903	96.57%	174.84
954	96.44%	206.78
951	96.95%	81.18
876	95.09%	128.01
846	95.27%	129.76
845	96.21%	221.58
885	94.24%	83
858	94.52%	80.79
886	95.37%	128.34
898	94.77%	174.71
920	95.54%	168.31
907	95.59%	171.55
896	94.75%	172.65
912	94.52%	176.71
872	95.99%	93.59
855	94.27%	9546.14
865	96.18%	182.56
857	94.52%	83.28
915	96.07%	124.28
931	96.46%	127.43
834	96.04%	228.34
864	95.25%	176.25
839	95.59%	177.91
848	95.28%	87.07
872	96.10%	132.79
983	94.91%	84.8
896	95.76%	83.73
936	96.79%	84.29
949	96.10%	86.11
963	94.70%	124.22
933	95.82%	130.55
889	94.71%	81.63
854	96.60%	129.63
903	96.35%	169.47
936	95.62%	126.63
896	95.98%	214.3
931	95.27%	212.05
890	95.62%	172.68
889	96.40%	135.57
848	94.69%	177.01
761	95.80%	186.7
833	95.68%	181.48
854	95.55%	221.47
839	95.23%	81.07
897	95.32%	125.26
907	96.14%	125.14
927	96.01%	171.45
955	96.02%	127.68
896	95.20%	260.95
929	94.40%	216.5
880	97.27%	173.59
829	95.78%	134.28
803	94.40%	187.27
891	96.75%	88.23
849	95.64%	130.64
865	96.30%	84.97
779	94.87%	286.76
884	95.93%	129.25
863	95.48%	224.51
914	95.40%	171.08
881	96.59%	175.95
881	95.01%	174.28
867	94.23%	174.66
880	94.77%	81.85
848	95.52%	180
900	94.67%	80.29
835	96.41%	135.32
818	96.09%	183.98
853	96.37%	87.49
811	96.05%	229.35
896	95.87%	128.81
882	95.46%	126.23
860	95.81%	127.43
851	95.77%	87.57
915	95.96%	85.16
869	97.24%	4731.65
877	96.47%	225.15
898	95.55%	132.88
820	95.61%	89.24
829	95.42%	84.83
868	95.62%	82.19
936	94.87%	127.36
848	95.17%	81.71
801	95.38%	79.54
868	94.93%	86.36
830	96.02%	232.46
853	95.55%	177.12
840	96.31%	134.66
824	95.63%	228.78
916	95.52%	127.11
871	93.69%	226.78
869	94.94%	125.93
867	96.42%	83.04
857	94.75%	177.99
835	95.09%	84.15
848	96.23%	178.31
831	94.34%	133.18
821	95.62%	186.18
890	94.16%	129.23
853	96.25%	224.56
872	96.33%	176.14
890	96.52%	218.16
819	95.73%	128.79
824	95.63%	178.37
844	95.50%	81.67
829	96.38%	129.5
839	96.78%	225.39
867	94.46%	128.61
841	96.20%	82.12
858	95.45%	222.05
875	96.11%	263.36
918	95.64%	170.85
847	95.63%	131.84
852	94.72%	173.24
810	96.42%	80.76
843	95.26%	177.06
854	95.78%	222.72
908	95.59%	126.57
936	96.26%	167.79
920	95.11%	170.27
913	95.18%	219.07
898	96.21%	125.8
873	95.42%	79.75
872	94.95%	174.39
842	95.84%	130.38
822	95.13%	228.93
833	95.32%	130.59
779	96.66%	137.36
861	96.28%	269.36
891	96.52%	169.6
836	95.33%	175.33
771	95.33%	81.79
766	95.56%	135.46
791	95.20%	130.35
819	96.58%	179.53
875	97.60%	84.3
864	94.56%	130.12
863	95.37%	83.85
812	95.20%	131.81
846	95.39%	83.23
896	95.98%	173.08
876	95.09%	82.34
842	95.25%	179.12
870	95.17%	133.24
859	95.58%	174.2
934	97.11%	127.3
889	95.73%	82.38
893	95.97%	259.85
793	95.46%	79.58
884	95.59%	182.78
876	96.12%	128.12
965	96.17%	120.24
884	94.91%	84.55
906	96.36%	82.91
913	95.62%	126.92
863	96.18%	87.77
883	97.17%	127.73
852	96.36%	131.89
840	96.67%	81.54
865	95.95%	80.72
906	95.36%	171.27
831	95.19%	132.29
862	95.24%	127.12
804	95.52%	227.54
875	96.11%	83.99
835	95.45%	176.51
835	94.37%	86.99
891	95.62%	87.25
855	96.02%	134.25
873	95.76%	131.33
910	95.60%	85.25
864	96.41%	82.56
820	95.24%	91.77
800	95.38%	86.85
816	94.61%	129.27
866	94.80%	80.65
882	95.12%	170.16
835	96.29%	176.95
796	95.60%	181.18
761	96.19%	185.9
801	96.50%	188.56
803	96.89%	140.02
843	96.44%	132.62
849	95.88%	127.25
769	95.58%	86.98
765	95.16%	81.05
797	95.61%	132.88
808	96.41%	86.4
852	93.78%	127
760	94.47%	189.59
811	95.93%	229.6
775	96.13%	136.14
861	96.75%	173.28
837	94.62%	83.65
790	94.56%	134.97
831	96.15%	83.29
751	96.40%	83.13
773	96.38%	138.73
792	94.44%	140.48
799	97%	134.77
764	96.47%	87.14
817	95.47%	178.05
810	93.58%	82.86
861	94.54%	129.37
787	95.04%	136.25
779	96.02%	140.25
780	95.90%	135.06
772	95.08%	137.6
805	94.66%	85.95
763	96.46%	85.24
710	95.35%	148.86
849	95.29%	87.03
745	94.77%	244.27
808	95.42%	131.85
784	95.66%	184.63
758	95.12%	184.57
724	97.24%	140.09
753	96.28%	81.75
714	95.66%	87.2
749	96.26%	89.17
687	97.23%	143.84
743	96.50%	141.59
740	94.59%	86.28
769	95.19%	136.92
695	95.40%	207.9
691	96.53%	143.26
735	95.51%	140.4
740	94.73%	140.7
768	96.22%	136.07
707	95.33%	83.09
716	93.72%	138.43
732	94.67%	245.61
759	95.39%	240.84
677	96.75%	324.24
694	95.10%	143.82
697	96.99%	142.6
675	95.26%	145.44
666	97.15%	80.21
637	96.39%	84.39
618	95.95%	152.57
624	95.35%	287.33
619	95.96%	224.52
645	94.73%	211.26
611	95.25%	86.71
624	96.47%	351.25
587	96.25%	151.43
621	95.97%	84.46
612	96.41%	216.57
548	93.61%	86.97
619	96.61%	154.45
684	95.03%	84.29
638	97.18%	85.55
655	96.95%	208.34
622	94.86%	214.85
609	96.22%	90.72
609	95.73%	6717.5
591	96.11%	89.78
643	96.42%	91.05
621	93.88%	154.5
667	95.20%	91.69
640	95.78%	84.16
640	95.63%	150.04
620	95.16%	84.5
675	95.70%	82.09
585	94.02%	289.7
575	95.83%	222.94
605	95.70%	87.64
642	95.64%	86.44
542	96.31%	89.1
641	94.38%	85.11
619	95.96%	82.86
640	95.94%	212.08
651	96.16%	82.92
596	96.64%	84.05
651	96.01%	273.09
593	95.28%	152.08
627	96.01%	90.56
611	93.94%	219.15
625	96.16%	85.01
587	94.89%	154.61
582	95.53%	152.21
576	95.31%	158.31
602	96.01%	151.87
551	97.28%	233.11
553	94.76%	82.7
579	94.65%	155.7
571	96.67%	157.16
625	96.48%	151.37
594	95.12%	152.81
603	94.86%	156.39
592	94.93%	89.35
540	94.81%	87.6
528	95.08%	85.46
544	95.22%	160.57
543	96.69%	163.49
528	95.08%	90.4
523	96.18%	167.11
505	95.84%	91.84
554	95.67%	304.44
532	96.05%	86.9
496	96.57%	85.52
530	95.09%	160.49
478	94.98%	175.01
508	94.88%	247.61
549	96.54%	85.05
482	95.44%	87.01
494	95.34%	87.53
464	96.77%	353.87
512	95.90%	88.83
445	94.83%	270.76
508	96.06%	243.94
471	94.27%	172.5
449	96.21%	260.09
488	95.29%	169.25
482	96.27%	90.73
470	97.02%	87
474	96.62%	95
496	94.15%	259.15
468	96.37%	92.65
413	96.37%	186.53
464	96.55%	100.6
432	95.37%	194.13
451	94.24%	268.91
481	95.84%	256.85
436	96.33%	178.97
485	94.23%	84.85
448	94.64%	84.69
461	95.66%	87.51
431	94.20%	98.83
429	96.27%	276.22
464	96.77%	90.24
454	94.27%	94.41
450	95.56%	187.25
481	96.26%	171.38
442	96.61%	183.23
442	95.48%	181.09
460	97.39%	84.32
504	93.85%	262.4
435	94.71%	89.37
437	95.65%	88.62
504	96.43%	171.47
435	95.86%	182.17
383	95.82%	102.4
408	95.10%	90.89
431	93.74%	91.26
453	96.91%	94.71
430	94.88%	187.04
464	94.18%	261.38
426	95.31%	284.32
408	96.81%	90.01
424	97.41%	91.91
358	94.97%	198.24
361	96.40%	102.43
373	97.59%	93.86
356	96.07%	85.86
353	96.32%	84.29
360	96.67%	91.74
429	95.80%	189.37
377	97.08%	203.84
396	94.19%	195.13
356	93.54%	205.64
369	95.12%	793.68
368	96.47%	88.59
364	96.43%	312.49
356	96.35%	92.99
338	93.49%	93.15
345	94.20%	89.57
354	94.92%	314.09
392	96.68%	199.14
393	95.17%	293.84
360	95%	89.56
353	97.17%	319.89
365	96.16%	91.28
358	96.09%	99.61
364	97.80%	91.39
328	96.95%	100.88
345	94.49%	90.52
347	96.25%	90.17
306	95.10%	91.75
320	97.50%	99.15
309	94.50%	101.07
324	96.30%	342.69
345	96.23%	88.72
312	96.47%	221.22
329	95.74%	338.49
312	94.55%	97.1
284	96.13%	91.59
382	94.76%	198.22
315	95.87%	99.27
326	96.32%	96.3
339	94.99%	91.14
328	94.21%	92.22
335	95.52%	91.5
337	96.44%	325.7
287	95.82%	230.96
301	96.01%	223.39
285	95.09%	85.79
357	95.80%	94.55
312	95.19%	90.84
282	96.81%	96.44
271	93.73%	94.09
296	95.95%	224.8
245	95.10%	94.79
296	96.62%	225.84
266	95.11%	242.96
257	93.39%	245.39
263	96.96%	92.95
260	94.23%	92.05
248	96.37%	92.19
240	95.83%	90.75
255	98.43%	404.15
235	96.17%	284.17
248	95.56%	103.15
225	94.22%	269.57
256	94.53%	420.02
254	97.64%	96.34
257	95.72%	263.86
263	95.44%	260.2
234	92.31%	108.9
217	94.47%	89.76
231	96.97%	103.45
244	95.49%	96.9
227	93.83%	89.85
224	94.20%	279.62
238	95.80%	108.26
223	93.27%	103.09
227	97.36%	91.38
216	93.06%	93.26
196	94.39%	93.38
200	92.50%	101.32
185	95.14%	90.84
207	93.24%	96.18
202	97.03%	496.05
204	95.59%	289.5
206	91.75%	90.22
159	91.82%	25497.05
193	97.41%	88.58
157	98.73%	98.32
149	98.66%	96.88
159	94.34%	90.43
129	96.12%	406.53
181	96.69%	92.12
161	94.41%	92.78
207	96.14%	286.35
172	95.35%	95.22
150	94.67%	99.57
161	98.14%	87.89
176	98.86%	96.15
160	95.63%	95.17
170	95.88%	326.43
146	96.58%	92.67
136	96.32%	102.12
138	94.93%	123.4
167	95.21%	100.49
131	97.71%	92.41
115	92.17%	436.83
111	97.30%	93.64
121	96.69%	97.19
102	94.12%	92.34
117	97.44%	93.64
122	98.36%	418.61
123	98.37%	452.5
117	95.73%	119.47
136	91.18%	120.65
129	96.12%	121.91
110	93.64%	98.32
104	98.08%	94.74
126	95.24%	113.39
115	94.78%	93.87
120	98.33%	103.03
117	92.31%	94.91
108	98.15%	101.49
103	95.15%	96.71
100	93%	95.29
103	98.06%	93.97
106	95.28%	90.03
111	90.09%	100.48
102	100%	92.25
112	98.21%	104.11
81	91.36%	93.65
91	97.80%	93.9
80	97.50%	90.83
86	95.35%	98.74
90	94.44%	100.88
87	94.25%	89.33
76	93.42%	93.17
87	96.55%	96.26
81	96.30%	100.21
78	93.59%	97.12
95	95.79%	93.94
93	94.62%	97.74
89	94.38%	111.45
69	89.86%	94.45
95	90.53%	93.15
95	92.63%	91.28
77	98.70%	123.12
82	100%	91.39
96	91.67%	509.81
83	95.18%	101
85	94.12%	107.39
76	94.74%	100.32
73	93.15%	95.53
79	94.94%	101.51
58	98.28%	778.45
69	95.65%	98.57
83	95.18%	117.16
93	94.62%	98.46
74	93.24%	98.05
71	90.14%	95.86
70	94.29%	94.27
75	97.33%	670.53
84	95.24%	579.63
75	96%	109.32
67	95.52%	90.22
45	95.56%	89.69
58	91.38%	95.55
44	95.45%	95.68
53	100%	92.17
63	95.24%	93.33
39	97.44%	97.67
42	97.62%	102.79
55	96.36%	822.78
53	92.45%	89.64
45	97.78%	90.53
54	96.30%	95.5
58	98.28%	96.9
52	98.08%	96.37
53	100%	88.45
50	100%	97
52	98.08%	98.35
63	98.41%	97.67
57	94.74%	98.11
67	94.03%	97.69
48	95.83%	104.17
56	98.21%	96.61
49	95.92%	94.73
66	96.97%	96.61
51	100%	95.2
61	98.36%	88.16
54	98.15%	95.94
57	94.74%	799.58
62	100%	95.66
38	97.37%	119.63
52	94.23%	91.6
53	94.34%	857.04
52	96.15%	128.23
52	92.31%	87.19
65	93.85%	98.69
57	98.25%	96.95
59	100%	101.49
58	93.10%	92.17
56	91.07%	115.25
63	98.41%	95.13
49	97.96%	98.1
28	92.86%	97.39
58	84.48%	95.91
75	94.67%	94.67
92	100%	535.34
80	97.50%	94.3
69	95.65%	91.09
65	93.85%	102.54
47	97.87%	95.09
61	95.08%	99.28
95	97.89%	96.99
65	100%	108.63
71	95.77%	661.54
89	97.75%	104.56
80	96.25%	104.88
61	100%	104
84	100%	97.39
62	91.94%	117.94
78	94.87%	102.87
59	98.31%	112.88
54	98.15%	119.76
81	97.53%	93.4
67	98.51%	94.6
90	95.56%	99.14
48	97.92%	103.83
59	100%	112.98
58	93.10%	110.76
56	100%	823.89
53	100%	108.36
55	94.55%	94.27
63	98.41%	98.1
39	97.44%	107.08
48	100%	108.38
41	97.56%	100.56
64	93.75%	117.86
61	98.36%	103.72
54	88.89%	109.15
33	100%	109.79
52	96.15%	104.52
52	92.31%	106.77
57	96.49%	101.02
37	100%	99.95
44	97.73%	101.68
38	97.37%	97.18
47	97.87%	101.38
64	95.31%	97.55
47	95.74%	101.17
39	100%	116.1
28	96.43%	105.68
44	100%	108.48
41	100%	98.32
38	100%	99.24
39	100%	103.54
49	97.96%	104.96
39	97.44%	115.23
48	93.75%	100.96
37	94.59%	103.49
38	92.11%	94.45
24	91.67%	97.96
52	100%	112.06
30	100%	102.87
33	96.97%	142.58
38	94.74%	104.05
42	100%	113.81
39	94.87%	101.28
27	85.19%	102.63
42	88.10%	133.74
22	100%	98.64
15	100%	83.73
32	96.88%	101.09
44	97.73%	102.93
30	96.67%	103.03
40	95%	131.13
45	100%	110.93
33	96.97%	110.36
33	90.91%	108.36
36	100%	104.78
40	100%	96.48
26	96.15%	98.19
13	92.31%	97.62
34	100%	112.09
26	100%	110.88
41	87.80%	116.76
28	92.86%	346.75
30	93.33%	98.43
33	100%	108.33
30	100%	100.93
31	100%	95.87
25	100%	102.28
21	95.24%	118.95
27	96.30%	123.15
37	97.30%	107.14
38	100%	107.26
36	94.44%	103.36
22	95.45%	101.36
39	97.44%	115.36
36	100%	1211.83
48	97.92%	104.5
38	97.37%	112.55
27	96.30%	101.04
36	97.22%	101.89
48	100%	96.94
35	100%	103.57
43	100%	97.33
24	100%	89.25
33	100%	96.73
27	96.30%	104.67
33	93.94%	97.64
23	91.30%	100.57
14	92.86%	92.14
26	92.31%	94.73
32	100%	95
33	93.94%	101.21
35	100%	1270
12	100%	99.58
15	93.33%	182
29	100%	104.76
31	96.77%	101.16
26	96.15%	95.65
9	100%	102.33
23	100%	92.04
21	90.48%	100.57
