volumn	rate	time
25	100%	101.36
32	96.88%	95.97
25	96%	142.44
14	100%	96.07
21	100%	111.1
27	100%	134.04
19	100%	121.58
32	93.75%	106.72
27	88.89%	95.63
27	88.89%	96.52
29	96.55%	106.03
17	94.12%	102.06
30	96.67%	100.23
16	100%	80.5
31	96.77%	100.65
25	100%	97.12
35	100%	102.17
16	100%	85.75
30	100%	1430.47
17	100%	98.76
21	100%	97.9
19	94.74%	96.68
21	100%	95.76
22	100%	99.68
31	100%	89.03
27	92.59%	83.04
31	100%	94.52
25	100%	98.6
29	96.55%	92.66
14	100%	113
10	100%	96.4
16	100%	93.44
16	93.75%	2607.63
28	89.29%	124.07
28	96.43%	92.61
21	95.24%	91.1
31	93.55%	94.52
29	96.55%	95.79
24	95.83%	107.63
14	100%	105.14
23	95.65%	87.87
33	96.97%	99.52
16	100%	108.19
23	95.65%	92.26
21	100%	128.24
26	96.15%	1641.31
32	100%	122.47
23	100%	124.7
21	100%	100.33
23	95.65%	103.22
24	95.83%	92.29
17	100%	115
30	93.33%	104.2
15	80%	92.67
27	92.59%	123.59
27	96.30%	102.41
21	95.24%	103.95
11	100%	100.73
19	100%	93.37
19	100%	100.53
27	96.30%	107.56
19	100%	98.16
9	100%	93.11
18	100%	102.56
21	90.48%	102.05
7	100%	100.71
13	100%	94.69
13	100%	97.77
15	93.33%	101.47
22	100%	102.73
17	100%	93.88
6	100%	6744.5
15	100%	99.13
14	100%	104.57
16	93.75%	100
28	92.86%	105.89
9	88.89%	117.22
14	100%	140.43
26	100%	101.27
13	100%	96.08
14	100%	101.36
19	89.47%	91.47
21	95.24%	99.76
18	88.89%	103.67
14	92.86%	93.14
15	93.33%	101.67
15	100%	99.8
8	100%	104.38
7	100%	91.29
12	83.33%	100.83
22	95.45%	95.18
28	100%	99.96
23	95.65%	102.74
18	100%	90.5
25	96%	118.2
17	88.24%	113.12
8	100%	101
14	100%	95.64
8	100%	139
24	95.83%	98.5
16	100%	2595.5
15	100%	96.27
16	100%	98.88
22	95.45%	119.05
18	100%	94
28	96.43%	98
16	100%	96.94
11	100%	97
9	100%	107
4	75%	78.75
9	100%	93.44
7	100%	99.57
5	100%	87.2
12	91.67%	95.17
20	100%	104.15
7	85.71%	90.57
9	100%	80.22
17	100%	94.76
12	100%	94.75
11	100%	103.73
9	88.89%	102.78
8	100%	91
20	95%	97.7
19	100%	132.26
22	95.45%	100.36
11	100%	114.73
16	100%	99.88
22	95.45%	98.86
13	100%	90.31
13	100%	114.23
9	100%	101.33
9	88.89%	102
6	83.33%	101.17
12	100%	98.42
11	100%	103.36
10	100%	104.3
3	100%	102.33
10	80%	111.7
15	100%	100.4
12	100%	154.17
8	100%	104.75
22	100%	105.45
18	94.44%	97.33
14	100%	102.07
22	90.91%	114.68
11	100%	114.91
10	100%	101.6
17	94.12%	103.59
18	100%	107.56
20	95%	99.75
20	95%	101.05
5	100%	117.6
9	100%	100.11
17	94.12%	113.29
4	100%	81.75
7	100%	90.86
12	100%	92.67
13	100%	83.15
21	95.24%	101.19
29	100%	97.76
23	100%	103.43
13	92.31%	95.15
9	100%	157.78
14	100%	98.07
16	100%	124.19
16	100%	111.38
9	100%	101.33
15	100%	98.53
13	100%	101.69
17	100%	167.35
19	100%	97.74
12	100%	101.58
13	84.62%	106.54
12	83.33%	101.67
16	100%	100.31
20	100%	92.25
22	90.91%	103.27
17	94.12%	93.71
12	91.67%	95.75
20	100%	100.55
22	100%	100.64
19	94.74%	123.32
24	95.83%	103.88
14	92.86%	96.86
12	100%	95.75
21	90.48%	82.24
23	95.65%	102.35
28	96.43%	99.96
17	100%	100.59
24	95.83%	102.5
23	100%	102.65
27	96.30%	104.3
31	90.32%	99
26	100%	92.04
18	94.44%	112.61
19	100%	121.95
19	100%	95.79
16	93.75%	101.56
22	90.91%	116.05
13	100%	155.38
11	100%	96.45
13	100%	106.77
32	93.75%	101.25
15	100%	101.73
26	92.31%	1639.62
28	96.43%	1520.18
22	90.91%	112.86
22	95.45%	101.18
9	77.78%	103.56
31	96.77%	101.65
29	100%	98.66
25	96%	99.12
14	100%	123.5
16	100%	94.69
15	100%	98.73
16	100%	94.38
21	100%	101
26	88.46%	104.62
42	100%	98.26
28	89.29%	112.57
26	92.31%	118.12
28	96.43%	103.93
36	97.22%	104.17
34	100%	103.94
46	97.83%	98.78
35	100%	100.97
33	100%	103.79
35	97.14%	110.26
44	95.45%	104.27
52	100%	101.08
42	90.48%	1053.36
31	96.77%	97.06
38	97.37%	100.03
53	98.11%	103.89
63	92.06%	99.57
56	92.86%	102.46
47	95.74%	105.64
37	94.59%	118.32
61	95.08%	103.84
69	97.10%	101.35
54	98.15%	98.76
60	90%	105.05
55	96.36%	97.8
67	94.03%	99.25
82	96.34%	99.5
79	98.73%	105.46
65	93.85%	97.88
86	97.67%	125.23
65	93.85%	113.09
107	90.65%	100.49
71	97.18%	128.73
83	97.59%	100.69
98	97.96%	505.83
89	95.51%	546.26
101	99.01%	99.4
79	93.67%	100.8
110	91.82%	111.28
119	94.96%	435.19
113	98.23%	463.65
100	98%	105.87
115	98.26%	101.23
100	93%	499.95
122	95.08%	100.26
121	95.87%	101.41
120	99.17%	428.66
106	99.06%	476.6
114	99.12%	105.94
140	98.57%	100.02
146	96.58%	108.91
140	97.86%	397.86
158	95.57%	101.17
165	96.36%	100.98
141	95.04%	94.3
133	97.74%	97.98
166	95.78%	103.83
153	94.77%	98.28
169	97.04%	95.6
189	95.77%	311.78
219	96.35%	98.67
181	92.82%	102.66
182	95.60%	541.31
215	99.07%	92.81
227	97.80%	100.51
241	97.51%	97.63
216	94.44%	99.05
241	94.19%	98.84
210	95.71%	97.69
244	97.13%	95.91
236	94.49%	274.71
269	96.65%	252.43
280	98.57%	96.55
277	96.75%	385.19
220	96.82%	94.93
225	96.44%	103.7
236	95.76%	95.9
288	97.92%	97.32
305	96.72%	101.66
272	96.69%	103.2
318	93.71%	220.39
313	98.08%	99.71
355	97.46%	100.5
292	98.29%	97.84
302	95.70%	365.46
300	94%	97.19
315	94.92%	351.19
319	94.67%	92.88
357	94.96%	323.66
329	97.87%	217.08
361	96.68%	207.81
349	95.99%	95.64
356	96.07%	318.85
376	95.74%	199.14
329	94.22%	94.41
360	97.22%	97.94
391	96.68%	409.57
385	95.06%	97.3
461	95.88%	93.32
381	98.95%	93.36
408	95.34%	288.32
456	96.71%	182.77
419	95.94%	281.94
480	95.42%	180.04
455	94.07%	359.79
445	95.51%	93.78
434	97.24%	96.06
469	96.80%	176.44
520	95.77%	94.31
473	95.77%	89.67
516	95.93%	168.66
471	98.09%	92.22
562	96.62%	236.41
517	97.87%	92.05
491	94.70%	170.49
595	96.30%	155.85
609	97.04%	154.67
518	94.40%	86.36
528	96.40%	165.25
582	96.74%	229.09
562	96.98%	90.77
609	94.91%	156.19
619	95.80%	87.25
557	97.13%	159.25
641	96.26%	155.07
638	94.67%	91
633	97.31%	93.76
608	95.23%	220.76
597	97.15%	87.03
656	97.26%	208.65
661	97.43%	92.2
702	96.44%	86.89
670	95.22%	153.54
706	96.88%	201.61
668	96.86%	146.29
714	96.50%	89.15
748	96.12%	140.69
718	96.66%	140.23
671	96.27%	86.2
652	96.32%	146.81
647	96.45%	148.61
650	95.23%	269.04
650	96.92%	6300.42
674	96.29%	85.52
711	96.20%	140.44
694	94.81%	142.63
750	96%	139.16
733	95.63%	303.28
765	96.47%	88.5
830	96.02%	85.94
825	95.76%	183.62
831	96.99%	131.42
873	95.42%	132.8
805	96.15%	183.51
794	96.22%	185.2
871	94.95%	135.01
783	94.89%	186.33
787	95.93%	86.82
833	95.56%	84.6
835	95.93%	85.72
842	95.96%	81.56
850	94.82%	134.79
857	96.03%	84.27
843	95.97%	180.32
813	96.43%	181.81
819	96.34%	135.43
780	96.15%	83.68
861	95.82%	176.86
855	94.97%	129.99
906	96.47%	83.09
894	95.19%	81.16
801	95.13%	180.35
878	95.56%	174.23
892	93.50%	177.37
949	96.52%	85.9
922	95.66%	84.31
921	95.01%	83.06
898	96.21%	129.16
945	95.87%	209.44
949	95.68%	83.17
979	96.63%	250.42
938	95.63%	91.4
965	95.13%	89.33
957	95.82%	88.64
972	97.43%	163.67
954	95.39%	121.65
985	96.04%	80.97
976	95.80%	164.72
993	96.17%	162.93
1018	96.76%	120.61
1017	96.17%	120.53
1031	95.93%	80.95
1046	95.51%	119.65
1004	95.72%	84.05
1059	96.41%	120.75
996	95.98%	204.17
1008	95.73%	240.12
1053	95.35%	120.84
1022	95.50%	84.51
1016	96.06%	160.69
1080	95.93%	118.78
1054	95.73%	157.77
1072	95.24%	3850.93
1034	96.71%	121.59
1070	95.98%	121.43
1044	95.88%	83.35
1068	95.22%	79.6
1073	96.09%	116.92
1095	94.52%	120.84
1107	96.03%	81.12
1056	96.97%	121.51
982	94.70%	121.59
1080	96.48%	193.2
1093	96.16%	80.84
1080	95.09%	118.22
1063	94.73%	196.64
1096	94.89%	83.42
1053	96.11%	82.47
1082	95.93%	117.17
1011	94.36%	122.19
1090	95.96%	194.16
1077	95.64%	156.57
1134	95.94%	150.81
1069	94.01%	77.17
1103	96.10%	119.6
1139	96.31%	115.7
1019	95.98%	81.75
1053	95.44%	118.2
1112	95.41%	118.17
1108	96.12%	116.99
1092	95.33%	118.89
1120	94.64%	81.86
1167	93.74%	116.16
1103	96.55%	224.49
1119	95.44%	154
1077	96.47%	155
1067	95.97%	153.76
1111	95.32%	117.54
1128	95.12%	83.65
1115	95.16%	153.53
1112	95.77%	81.48
1192	95.30%	115.06
1159	96.64%	114.17
1155	96.54%	83.25
1176	96.85%	149.5
1154	94.54%	113.57
1131	95.93%	113.37
1169	96.66%	148.14
1117	96.51%	152.87
1130	95.22%	150.47
1149	95.65%	152.01
1058	95.46%	197.62
1159	95.77%	148.1
1081	96.11%	266.49
1036	95.66%	159.81
1112	95.95%	81.95
1225	95.84%	113.44
1116	96.06%	115.45
1105	95.20%	115.01
1151	95.74%	259.72
1121	96.52%	120.12
1072	96.64%	86.98
1139	95.70%	83.93
1101	95.73%	154.97
1127	95.83%	115.67
1113	95.15%	82.51
1152	94.88%	80.44
1113	94.97%	81.27
1171	95.56%	80.92
1178	95.76%	149.98
1074	95.90%	119.29
1199	96.16%	147.5
1150	96%	149.92
1072	95.80%	119.24
1099	95.63%	155.61
1172	96.16%	80.71
1166	95.11%	186.48
1102	96.01%	154.87
1099	94.90%	80.35
1173	96.50%	249.93
1111	94.96%	116.37
1118	95.97%	118.33
1125	94.84%	116.39
1103	95.19%	154.12
1120	96.61%	118
1050	95.62%	117.9
1139	95.26%	158.36
1136	96.21%	117.08
1126	96.09%	153.73
1149	95.30%	151.36
1090	95.69%	81.98
1167	94.77%	83.15
1127	96.01%	153.57
1142	95.62%	150.95
1126	95.56%	153.63
1128	95.48%	152.1
1010	95.15%	163.78
1109	96.57%	79.43
1126	95.74%	191.12
1030	96.41%	121.52
1105	96.47%	80.55
1117	95.79%	118.34
1117	95.79%	81.25
1083	96.40%	155.48
1063	95.95%	123.22
1091	95.69%	119.77
1161	96.21%	78.62
1120	96.07%	122.04
1076	94.70%	82.21
1028	96.11%	199.92
1052	96.20%	272.85
1101	94.64%	158.24
1062	95.57%	124.06
1116	95.16%	224.67
1093	96.16%	85.23
1055	94.98%	119.69
1092	96.70%	118.53
1088	95.59%	81.99
1139	96.31%	152.94
1104	96.38%	154.62
1059	94.81%	124.9
1092	95.97%	155.64
1095	94.25%	11151.32
1061	96.04%	84.98
1035	95.65%	197.44
1058	94.90%	159.88
1041	94.72%	122.54
1023	95.41%	161
1092	96.34%	120.23
1050	94.76%	156.98
1070	94.58%	118.54
1073	96.27%	193.63
1075	95.07%	118.76
997	94.88%	123.29
1023	94.92%	159.09
988	95.65%	121.71
1013	96.15%	157.56
1043	95.97%	80.38
1018	96.46%	202.98
1022	96.28%	82.86
986	96.04%	166.63
1052	95.06%	120.72
1095	95.16%	119.11
1051	96.76%	120.13
962	95.95%	83.18
1055	94.98%	203.62
987	95.85%	129.89
998	94.09%	163.05
924	96.86%	127.88
931	95.17%	168.8
1007	96.03%	122.86
941	95.64%	80.82
1004	96.12%	85.36
972	96.09%	125
933	96.14%	297.78
992	95.16%	86.35
967	96.28%	167.69
970	95.26%	123.23
1073	96.64%	156.79
971	96.60%	84.32
1030	95.92%	83.49
1057	95.27%	156.63
967	95.35%	163.4
995	94.17%	160.86
1054	95.83%	239.25
1001	96.10%	82.51
986	97.26%	124.02
951	96.85%	208.41
950	95.68%	166.77
924	95.13%	85.13
954	95.49%	164.64
1024	95.61%	199.63
1079	95.37%	193.17
1018	94.99%	118.72
938	95.84%	80.12
935	95.08%	120.99
900	96.33%	170.43
1023	96.68%	159.94
965	96.06%	129.15
944	94.81%	165.31
851	95.42%	220.89
967	96.59%	128.71
970	94.85%	16745.81
926	94.28%	170.46
999	95.60%	89.5
1016	96.26%	81.66
998	94.29%	125.11
985	95.23%	163.72
973	94.86%	86.18
1045	96.46%	85.46
1008	95.93%	170.08
1106	94.94%	118.02
1035	94.69%	118.76
1062	96.52%	119.84
1005	95.62%	80.69
1033	94.87%	162.59
964	96.27%	167.21
974	95.79%	121.32
1031	96.41%	83.8
1143	95.10%	150.34
1066	94.47%	117.88
991	94.65%	162.46
999	96%	159.05
1038	95.86%	119.27
1064	95.96%	81.67
985	95.74%	162.51
1004	94.72%	125.2
1092	95.24%	153.93
980	96.02%	126.1
1038	95.09%	116.67
1076	96.65%	154.4
1043	95.88%	157.58
1024	96.09%	79.9
1014	96.94%	126.21
977	94.98%	163.68
1008	95.73%	81.18
980	95.10%	247
987	94.33%	82.58
1080	96.30%	118.75
1065	95.12%	193.3
984	95.53%	79.51
961	95.53%	86.5
1025	94.83%	121.59
972	96.50%	166.76
942	96.60%	215.25
969	96.70%	119.33
970	95.05%	263.46
957	95.61%	165.85
955	94.97%	268.81
959	94.68%	165.51
955	95.60%	226.52
932	95.60%	125.29
996	95.48%	121.43
998	96.09%	124.66
1032	95.54%	83.25
1011	96.04%	122.66
888	95.50%	125.88
992	95.56%	124.49
978	95.91%	127.33
938	95.84%	123.5
920	94.24%	214.07
943	95.33%	128.86
965	97.62%	80.1
952	96.32%	84.55
912	96.71%	82.55
972	95.16%	85.54
968	95.87%	248.27
908	95.93%	82.28
969	94.94%	86.79
974	96.20%	203.33
978	96.01%	284.81
938	94.35%	167.01
931	93.77%	127.03
962	96.36%	122.85
1008	95.34%	119.2
1022	95.79%	81.33
1014	95.56%	86.46
982	95.21%	127.42
994	95.98%	126.15
1050	97.14%	89.65
980	95.82%	122.44
936	95.94%	79.29
1037	96.62%	120.39
998	95.49%	323.73
1021	94.81%	160.01
975	96.82%	122.35
1010	94.85%	121.96
1079	96.01%	78.06
1023	95.50%	156.8
970	94.95%	163.36
1028	95.53%	117.38
1040	96.06%	158.99
971	96.50%	204.1
1066	94.93%	157.71
1027	94.35%	79.55
1119	95.26%	114.69
1064	96.24%	191.54
1065	95.59%	157.96
1042	95.30%	79.24
1129	96.99%	82.97
1100	96.18%	156.65
1086	96.78%	122.4
1120	95.54%	151.14
1154	95.49%	151.25
1044	95.40%	125.14
1138	94.99%	120.79
1084	95.11%	196.67
1180	95.93%	215.67
1162	96.30%	116.8
1106	94.85%	119.68
1166	96.23%	148.12
1069	96.54%	78.39
1174	95.06%	114.78
1202	96.51%	145.43
1200	97.25%	113.22
1234	96.27%	111.7
1206	95.94%	111.12
1158	95.08%	215.73
1093	96.34%	151.08
1109	96.03%	79.81
1212	96.53%	113.32
1140	96.49%	256.41
1062	95.10%	19099.42
1086	96.32%	115.34
1082	96.30%	117.85
1157	95.76%	150.93
1062	96.33%	83.15
1114	95.78%	118.52
1081	96.11%	81.26
1101	95.82%	118.13
1103	94.56%	156.33
1098	94.44%	156.81
1118	94.63%	222.58
1160	95.69%	219.46
1122	95.99%	80.7
1138	96.31%	112.3
1157	96.89%	181.61
1152	95.49%	113.08
1138	95.34%	112.64
1038	95.38%	192.18
1091	95.33%	261.48
1187	96.55%	78.8
1187	96.04%	78.67
1200	95.42%	84.3
1113	96.23%	148.35
1087	96.04%	78.63
1060	96.42%	116.22
1109	96.21%	187.83
1102	95.74%	117.73
1142	97.02%	221.33
1147	95.12%	78.15
1146	96.25%	80.9
1207	95.94%	84.02
1120	95.45%	119.61
1164	95.62%	82.16
1172	95.82%	144.96
1151	95.31%	113.22
1123	94.84%	116.36
1129	96.10%	186.4
1154	95.49%	147.78
1176	94.64%	148.11
1169	94.70%	150
1178	96.18%	115.07
1129	95.13%	79.41
1186	95.78%	144.73
1150	95.57%	148.63
1159	95.34%	77.15
1134	95.59%	117.04
1201	96.25%	118.18
1147	95.99%	78.35
1125	94.22%	114.32
1179	96.18%	147.32
1167	95.80%	149.89
1184	96.20%	220.2
1151	95.40%	224.51
1147	94.77%	150.02
1126	95.20%	116.47
1160	95.43%	112.48
1114	95.69%	262.64
1155	96.10%	151.57
1134	94.36%	150.73
1190	94.45%	79.48
1112	96.67%	3713.44
1161	94.14%	115.55
1203	95.10%	149.25
1156	96.19%	78.74
1171	94.96%	111.98
1150	95.74%	79.61
1099	96.18%	152.71
1196	94.73%	117.27
1169	94.53%	114.46
1280	95.94%	145.55
1168	95.29%	118.36
1134	95.15%	149
1209	95.86%	214.12
1232	95.70%	82.04
1123	96.17%	153.78
1147	94.07%	78.32
1210	95.37%	111.45
1215	95.56%	115.72
1132	96.02%	221.22
1086	95.76%	78.67
1145	95.72%	146.94
1296	96.30%	142.37
1241	95.81%	143.55
1187	96.12%	250.76
1215	94.98%	141.49
1160	94.48%	217.28
1160	95.60%	112.83
1177	95.41%	149.64
1259	95.39%	145.57
1165	95.62%	113.05
1159	96.72%	79.65
1235	95.47%	275.43
1148	95.73%	78.08
1255	96.65%	144.06
1282	94.85%	146.04
1261	95.40%	173.14
1272	95.60%	79.91
1324	95.62%	108.47
1275	94.43%	142.27
1207	96.35%	148.84
1247	96.63%	145.51
1277	95.93%	141.59
1312	96.34%	109.59
1246	96.39%	143.62
1281	95.86%	81.27
1252	95.85%	110.24
1283	95.87%	140.92
1289	95.89%	172.61
1182	95.94%	112.62
1164	94.59%	77.72
1206	95.94%	77.2
1355	95.79%	110.55
1299	95.54%	203.62
1213	96.62%	79.64
1217	96.30%	113.69
1194	95.39%	114.49
1223	95.67%	114.44
1235	95.47%	145.66
1233	95.70%	211.55
1171	95.99%	114.22
1264	94.54%	6476.44
1191	95.89%	148.66
1178	95.33%	180.61
1195	95.82%	115.67
1190	95.21%	149.76
1207	94.61%	180.17
1227	95.84%	178.15
1268	95.50%	113.76
1164	95.45%	150.32
1213	96.37%	112.81
1274	96.31%	79.87
1279	95.23%	144.36
1289	96.35%	110.97
1282	97.04%	110.48
1300	96.15%	143.15
1229	96.34%	110.7
1247	96.23%	79.15
1267	95.66%	143.49
1264	95.81%	113.31
1247	96.55%	83.1
1188	96.21%	111.03
1249	95.68%	81.73
1217	95.81%	79.81
1199	94.91%	146.01
1256	96.02%	174.51
1180	95.25%	212.92
1252	95.45%	208.6
1142	96.06%	114.63
1233	96.03%	210.12
1257	96.02%	178.45
1259	96.03%	108.41
1232	95.62%	147.88
1232	95.37%	177.14
1208	94.29%	82.87
1277	95.30%	109.43
1181	93.73%	110.16
1228	94.71%	109
1141	94.57%	147.29
1280	96.09%	78.99
1276	96.24%	176.23
1220	95.33%	179.27
1213	95.47%	77.81
1285	94.86%	77.57
1278	95.93%	166.03
1317	95.14%	192.01
1313	94.97%	77.73
1278	94.76%	80.93
1324	95.39%	109.72
1285	95.41%	171.76
1315	95.89%	77.59
1194	96.98%	146.17
1204	96.10%	111.19
1219	95.24%	112.11
1222	94.60%	111.98
1204	96.26%	112.91
1195	96.82%	108.77
1262	95.48%	142.86
1222	95.50%	79.18
1285	96.03%	138.74
1214	95.14%	76.92
1137	96.22%	7185.18
1160	96.29%	81.87
1226	95.84%	146.59
1295	96.14%	81.9
1240	96.53%	143.27
1290	95.81%	77.49
1258	96.18%	112.12
1254	95.61%	111.07
1283	94.70%	110.15
1253	95.61%	115.21
1344	94.64%	109.89
1330	95.34%	171.11
1315	96.20%	107.58
1237	95.47%	176.03
1270	96.61%	110.36
1267	96.05%	141.57
1304	94.79%	75.52
1255	96.81%	140
1380	95.80%	104.54
1362	96.99%	80.16
1314	94.75%	143.28
1288	95.57%	140.74
1288	95.96%	109.31
1306	96.63%	79.64
1298	95.84%	108.67
1277	96.79%	141.39
1251	95.68%	110.28
1286	95.80%	78.13
1316	95.36%	138.93
1359	95.44%	221.91
1335	95.51%	76.5
1314	96.12%	141.3
1299	95.46%	77.23
1285	96.26%	108.52
1274	95.84%	109.01
1238	94.59%	77.77
1224	96.81%	178.74
1228	95.52%	140.77
1339	95.59%	109.07
1312	96.34%	77.26
1325	95.55%	137.63
1284	96.50%	108.81
1231	96.43%	107.23
1267	95.42%	108.21
1273	95.99%	201.38
1306	96.17%	78.56
1328	95.18%	108.51
1305	95.63%	110.37
1243	95.09%	107.8
1272	95.36%	201.68
1256	95.94%	141.27
1258	95.95%	81.64
1310	94.73%	199.42
1245	95.10%	140.51
1235	94.82%	242.02
1201	95.50%	144.6
1330	95.79%	110.46
1253	96.01%	113.7
1319	95.83%	137.44
1243	96.30%	204.56
1306	95.56%	6265.73
1305	96.40%	141.81
1200	95.17%	186.4
1224	95.83%	115.09
1259	96.11%	114.24
1224	96%	214.64
1215	95.97%	113.24
1221	96.48%	144.94
1182	96.87%	146.58
1206	96.43%	175.81
1250	95.92%	177.1
1237	96.12%	147.5
1260	97.06%	142.22
1205	96.10%	243.76
1268	96.29%	237.42
1315	95.29%	109.24
1250	96.08%	146.12
1180	96.19%	150.12
1163	95.36%	150.58
1179	96.69%	79.91
1140	94.74%	78.55
1202	95.09%	82.02
1171	96.41%	148.85
1184	96.03%	119.31
1211	95.29%	149.47
1177	95.24%	113.02
1168	95.46%	113.52
1117	96.33%	115.7
1053	96.11%	160.23
1156	96.11%	81.86
1123	95.81%	112.69
1190	95.21%	113.97
1152	95.40%	149.89
1197	95.91%	119.53
1212	96.20%	114.08
1130	96.55%	79.4
1121	96.16%	80.5
1131	96.02%	146.25
1179	96.18%	79.83
1134	96.47%	80.9
1119	95.08%	79.29
1091	95.23%	116.47
1052	95.53%	117.4
1125	95.64%	222.06
1230	96.10%	110.97
1107	95.21%	114.79
1111	95.05%	148.66
1111	95.77%	151.22
1037	96.24%	80.51
1155	96.02%	113.29
1136	95.16%	114.92
1162	96.21%	82.63
1094	96.25%	156.39
1047	95.80%	193.37
1105	95.84%	114.49
1117	96.69%	116.07
1119	95.80%	151.3
1152	96.18%	190.74
1164	95.53%	215.07
1145	96.33%	113.79
1113	94.88%	10969.25
1098	95.36%	153.52
1147	94.86%	217.5
1025	95.61%	157.3
1071	95.14%	81.17
1033	95.16%	198.03
1100	97.36%	114.85
1143	97.55%	78.45
1040	96.15%	159.84
1054	96.20%	161.3
1020	96.67%	79.41
1016	97.44%	118.06
1029	95.82%	79.94
1059	95.66%	232.53
1037	95.56%	156.13
1029	95.14%	158.88
1022	94.91%	117.8
988	95.85%	81.41
1099	95.72%	116.77
1069	94.76%	190.68
1081	96.30%	119.23
1051	95.24%	82.1
1022	94.81%	166.13
1011	96.24%	236.62
968	96.59%	290.57
1003	95.71%	81.66
1051	96.19%	310.76
1009	95.24%	162.9
1054	94.02%	85.36
1064	95.58%	234.06
1116	96.51%	114.71
1059	95.85%	190.22
1012	94.37%	122.36
1024	96.39%	199.56
1013	96.05%	163.21
879	96.81%	85.33
939	96.59%	213.43
920	95.98%	81.85
1000	94.70%	84.89
913	94.41%	169.31
908	96.37%	221.4
946	96.72%	122.14
884	95.81%	215.64
976	95.08%	122.85
935	95.94%	171.57
895	95.98%	171.33
928	96.12%	165.27
851	96.71%	89.21
905	95.58%	125.51
914	95.95%	170.18
952	95.17%	84.25
900	95%	136.24
969	95.67%	166.93
899	95.88%	216.67
939	96.59%	126.93
988	95.85%	88.07
888	94.59%	127.65
913	94.85%	129.4
912	96.05%	87.13
913	95.84%	84.85
916	94.21%	4495.51
903	94.80%	130.13
846	95.27%	226.75
858	94.76%	180.76
808	97.03%	89.03
787	95.55%	137.53
848	95.05%	139.21
821	95.49%	84.01
849	95.88%	227.17
805	95.03%	132.47
850	95.41%	176.92
871	95.64%	180.54
837	96.54%	84.55
757	95.11%	201.54
854	95.08%	182.41
765	97.12%	84.29
792	95.96%	236.63
807	96.90%	84.89
834	95.56%	131.15
871	96.33%	84.3
780	96.67%	86.49
771	95.59%	136.45
782	96.04%	236.3
744	94.35%	191.33
773	95.47%	186.2
754	96.02%	134.59
766	95.30%	133.75
769	96.10%	188.53
753	95.35%	135.82
684	97.08%	147.61
706	95.18%	141.58
733	95.77%	257.03
740	95.54%	140.9
810	94.57%	132.07
797	94.73%	133.57
805	95.16%	130.53
742	96.36%	85.46
827	96.13%	183.24
796	95.73%	86.22
672	95.39%	144.17
809	95.55%	88.73
769	95.84%	187.25
775	95.48%	290.58
696	96.55%	201.91
692	97.83%	145.51
649	95.84%	83.18
660	95.45%	86.31
644	94.88%	81.75
709	94.78%	83.84
677	96.01%	144.39
657	96.35%	147.83
682	97.65%	143.37
648	93.98%	91.19
657	96.19%	208.26
682	95.75%	92.44
680	96.47%	89.41
636	96.86%	149.12
626	95.05%	86.52
627	95.69%	216.83
625	93.92%	88.3
601	94.84%	13604.32
599	95.33%	91.36
521	95.20%	165.58
601	98.17%	154.06
606	95.21%	87.76
531	96.23%	317.7
585	96.58%	83.5
610	95.08%	284.59
605	95.04%	156.21
577	94.80%	85.24
600	94.83%	84.31
613	93.96%	86.49
642	94.86%	151.24
573	95.81%	90.78
589	95.08%	160.79
580	96.72%	87.42
604	94.87%	84.81
586	97.78%	86.57
572	97.20%	222.49
600	96.67%	154.97
553	97.47%	92.83
549	96.72%	233.97
492	95.73%	292.3
518	95.37%	90.35
519	97.11%	247.13
504	95.83%	170.23
433	96.07%	89.67
466	95.71%	261.34
454	95.81%	88.91
508	93.90%	87.03
386	95.08%	191.06
446	95.07%	181.19
450	95.56%	86.76
490	96.33%	90.16
461	96.31%	176.69
475	93.89%	87.9
433	96.77%	91.89
430	95.81%	365.64
428	95.56%	187.49
394	96.19%	298.52
414	95.41%	89.18
375	94.67%	194.48
432	95.60%	181.75
430	95.81%	185.9
469	95.95%	184.09
414	94.20%	285.35
372	97.04%	415.88
357	95.80%	203.84
379	96.04%	91.43
377	95.76%	87.47
421	96.44%	91.39
394	98.73%	293.66
377	96.29%	301.16
333	96.40%	97.1
319	96.55%	88.13
377	96.02%	93.96
302	94.37%	93.64
326	96.63%	334.62
321	97.20%	343.47
344	96.22%	97.34
329	96.66%	96.73
351	95.44%	97.34
338	96.15%	88.81
329	95.44%	93.04
317	98.11%	221.11
288	96.88%	91.93
327	96.64%	92.89
328	96.34%	90.47
332	95.48%	458.91
288	94.10%	229.02
285	94.39%	230.61
256	94.92%	91.64
289	94.81%	232.32
294	95.24%	99.08
267	97.38%	87.56
274	96.72%	244.5
259	95.75%	88.58
296	95.95%	361.97
270	95.56%	89.89
279	94.62%	89.51
286	95.10%	228.2
262	97.71%	243.37
229	94.32%	95.92
251	98.01%	90.65
262	95.80%	95.32
253	97.23%	260.21
218	97.25%	276.5
201	99%	87.78
225	96%	92.22
226	92.92%	88.69
224	94.64%	100.91
181	97.79%	312.49
211	99.53%	91
180	96.67%	88.81
222	94.59%	99.84
199	94.47%	291.42
222	96.85%	97.11
193	94.82%	92.99
171	93.57%	92.13
204	93.14%	103.11
209	95.22%	96.51
195	95.38%	93.35
204	95.59%	101.46
200	94.50%	91.96
182	97.80%	314.6
181	98.34%	95.01
160	98.13%	90.25
206	95.15%	96.78
180	97.22%	99.51
181	98.34%	99.77
